order_item_id,order_id,product_id,cantidad,precio_unitario
1133,393,50,2,963.51
1134,393,49,3,1044.91
1135,393,19,2,927.56
1136,394,29,3,241.99
1137,394,18,3,903.75
1138,394,7,1,832.18
1139,394,12,1,526.66
1140,395,3,3,785.22
1141,395,44,3,287.3
1142,395,46,1,649.6
1143,395,15,1,1203.8
1144,395,26,2,581.59
1145,396,28,1,1045.15
1146,396,24,1,389.07
1147,397,7,3,863.63
1148,397,12,1,504.89
1149,398,30,1,528.33
1150,398,26,1,783.69
1151,399,42,3,464.94
1152,400,21,1,909.4
1153,400,44,2,330.44
1154,400,28,3,1063.47
1155,400,34,2,1377.32
1156,401,31,2,1050.36
1157,401,35,3,247.78
1158,401,50,1,789.03
1159,401,45,2,152.69
1160,401,9,2,386.2
1161,402,7,2,540.42
1162,402,49,2,682.18
1163,403,19,1,836.8
1164,403,37,3,93.88
1165,403,9,2,440.46
1166,403,6,1,774.13
1167,403,47,2,135.31
1168,404,33,1,757.95
1169,404,45,2,158.44
1170,404,1,1,115.94
1171,404,44,2,273.27
1172,404,31,2,865.45
1173,405,1,3,201.61
1174,405,23,3,834.64
1175,406,8,1,517.52
1176,406,7,2,695.63
1177,406,35,2,414.18
1178,407,10,1,710.48
1179,407,8,2,603.13
1180,407,23,1,638.42
1181,407,36,1,229.6
1182,407,1,1,186.07
1183,408,41,2,1036.78
1184,408,36,3,225.51
1185,409,41,1,722.25
1186,409,31,1,1091.54
1187,409,44,2,193.37
1188,410,45,3,215.77
1189,410,31,1,708.15
1190,411,17,3,443.49
1191,411,8,2,673.43
1192,411,20,2,555.32
1193,411,34,1,1090.82
1194,412,50,3,1141.22
1195,413,13,1,423.62
1196,413,2,1,996.37
1197,414,3,2,993.75
1198,414,15,1,757.4
1199,414,7,3,761.8
1200,414,19,1,961.22
1201,415,28,1,635.16
1202,415,9,3,475.36
1203,415,38,3,933.72
1204,415,20,3,523.95
1205,415,10,2,574.09
1206,416,9,3,413.47
1207,416,14,3,238.49
1208,416,40,3,648.76
1209,416,42,1,703.47
1210,417,49,1,849.28
1211,418,19,3,1270.48
1212,418,18,2,757.85
1213,418,10,2,738.4
1214,418,29,3,305.15
1215,418,49,3,967.03
1216,419,37,2,161.01
1217,419,20,1,499.24
1218,420,10,1,624.32
1219,420,2,1,916.04
1220,420,48,1,644.18
1221,420,21,3,1352.1
1222,421,1,2,173.56
1223,421,31,1,736.69
1224,421,29,3,238.18
1225,422,24,1,354.9
1226,422,18,1,1264.7
1227,422,46,2,950.34
1228,422,42,1,765.66
1229,422,12,3,336.84
1230,423,20,2,646.19
1231,423,19,2,1273.36
1232,423,49,1,1102.88
1233,424,50,3,849.82
1234,424,11,2,911.3
1235,424,33,1,508.17
1236,424,18,3,875.88
1237,424,44,3,173.42
1238,425,45,3,176.59
1239,425,31,3,954.86
1240,425,43,3,970.2
1241,426,12,3,469.86
1242,426,4,1,690.5
1243,426,23,1,1020.62
1244,426,36,2,206.16
1245,427,49,1,1148.52
1246,427,39,1,391.92
1247,428,15,2,1142.71
1248,428,38,2,557.22
1249,428,41,1,1295.21
1250,428,50,2,787.26
1251,429,19,1,883.44
1252,429,5,2,1260.62
1253,429,10,3,658.42
1254,430,24,2,348.67
1255,430,35,3,396.8
1256,430,25,1,688.99
1257,430,28,1,993.49
1258,430,22,3,926.54
1259,431,5,3,1124.57
1260,432,8,1,905.85
1261,433,13,2,537.11
1262,434,25,1,399.07
1263,434,47,1,109.82
1264,434,16,1,1213.21
1265,435,34,2,1026.25
1266,435,40,1,746.18
1267,435,35,2,371.97
1268,435,15,1,1105.93
1269,436,22,3,1104.5
1270,436,49,3,1155.61
1271,436,50,3,741.16
1272,436,6,2,1155.76
1273,437,2,2,1063.09
1274,437,9,1,595.55
1275,438,42,3,599.58
1276,438,22,1,783.84
1277,438,2,2,939.12
1278,439,13,1,345.28
1279,439,22,3,1205.52
1280,439,4,1,924.09
1281,439,17,3,439.51
1282,440,34,1,1451.75
1283,440,4,1,644.19
1284,441,29,3,349.44
1285,441,1,1,145.07
1286,442,18,2,1267.28
1287,443,35,2,304.65
1288,444,25,2,633.35
1289,445,50,3,744.65
1290,446,34,1,1211.16
1291,446,1,1,199.1
1292,447,23,2,852.38
1293,447,31,3,669.33
1294,447,26,2,608.75
1295,447,19,3,1392.16
1296,448,14,2,409.51
1297,449,9,2,648.97
1298,449,12,3,420.73
1299,450,6,2,655.6
1300,450,32,3,163.67
1301,450,22,1,752.37
1302,450,13,3,312.91
1303,451,28,2,695.2
1304,451,50,3,1326.46
1305,451,48,2,570.81
1306,452,40,1,506.53
1307,452,5,3,1022.31
1308,452,36,1,165.47
1309,452,24,3,458.96
1310,452,23,3,1069.42
1311,453,14,2,246.44
1312,453,48,1,835.35
1313,453,25,2,607.99
1314,453,1,2,153.21
1315,453,5,3,1163.76
1316,454,16,2,1270.58
1317,454,19,3,1392.88
1318,455,46,1,1036.02
1319,455,22,1,1126.02
1320,456,44,2,257.36
1321,456,7,1,618.03
1322,456,16,1,1191.76
1323,457,14,1,302.11
1324,457,10,1,1026.72
1325,457,16,1,989.48
1326,457,30,1,754.56
1327,458,12,1,501.25
1328,459,12,2,503.72
1329,459,9,1,615.51
1330,459,14,2,277.18
1331,459,43,1,987.12
1332,460,22,1,842.64
1333,460,12,3,280.56
1334,460,39,1,711.68
1335,461,36,1,262.1
1336,461,43,1,1094.83
1337,461,35,3,239.05
1338,461,33,2,583.3
1339,462,43,2,1314.92
1340,462,7,2,894.76
1341,462,14,1,240.1
1342,463,6,2,909.99
1343,463,49,3,1188.41
1344,463,31,2,1090.73
1345,464,36,2,250.07
1346,464,32,3,93.54
1347,464,19,1,1089.78
1348,464,40,1,512.49
1349,464,28,3,903.02
1350,465,30,3,464.06
1351,465,43,1,1287.53
1352,465,33,2,766.74
1353,465,24,1,453.0
1354,465,6,3,937.22
1355,466,31,1,874.49
1356,466,3,3,1186.72
1357,466,14,3,246.68
1358,467,15,2,1127.9
1359,468,24,1,450.81
1360,468,11,2,1058.81
1361,469,20,3,359.64
1362,469,42,2,726.68
1363,469,44,3,216.9
1364,470,30,3,706.21
1365,470,9,1,529.69
1366,470,34,3,854.73
1367,470,35,1,453.12
1368,471,39,1,595.69
1369,471,20,2,633.58
1370,472,4,2,652.3
1371,473,50,1,1018.78
1372,473,42,1,572.7
1373,473,5,1,1210.25
1374,473,45,1,216.79
1375,474,40,2,678.95
1376,474,4,3,762.7
1377,474,18,2,1346.72
1378,474,31,3,871.04
1379,475,37,2,117.92
1380,475,24,1,357.2
1381,475,6,2,645.22
1382,475,42,2,552.77
1383,476,19,1,1063.69
1384,476,44,2,238.38
1385,476,12,2,421.14
1386,477,9,2,430.43
1387,477,22,3,1385.16
1388,477,21,2,1081.26
1389,477,20,2,678.71
1390,477,49,2,1012.78
1391,478,25,2,560.8
1392,478,27,2,299.11
1393,479,29,1,209.63
1394,479,16,1,863.89
1395,479,38,1,827.3
1396,480,20,1,620.84
1397,480,9,1,433.2
1398,480,50,1,1091.02
1399,481,31,3,981.86
1400,481,8,2,524.53
1401,481,45,2,185.38
1402,481,15,2,999.24
1403,481,13,1,587.76
1404,482,28,2,990.03
1405,482,6,3,840.95
1406,482,3,3,1361.73
1407,482,37,1,176.03
1408,483,16,1,1128.88
1409,483,13,2,375.29
1410,483,7,1,693.77
1411,484,7,3,889.32
1412,484,2,1,696.8
1413,484,32,1,112.59
1414,484,16,3,1220.65
1415,485,39,1,692.7
1416,485,49,3,1108.38
1417,485,28,2,1044.89
1418,485,25,1,476.6
1419,486,7,2,734.19
1420,486,48,3,692.5
1421,486,11,1,742.78
1422,487,30,3,680.07
1423,487,19,1,1203.21
1424,487,3,3,1241.96
1425,487,9,2,656.09
1426,488,8,1,775.36
1427,489,12,2,333.95
1428,490,12,2,390.94
1429,490,49,1,1004.54
1430,490,21,2,1233.25
1431,490,19,2,1386.51
1432,491,7,2,820.99
1433,491,8,1,493.39
1434,491,2,3,1168.02
1435,492,21,3,896.64
1436,492,7,1,601.71
1437,493,6,3,979.19
1438,493,13,3,446.05
1439,493,42,3,584.99
1440,494,16,1,1325.67
1441,494,29,3,273.31
1442,495,47,3,121.32
1443,495,8,2,653.21
1444,495,23,3,970.49
1445,496,21,3,1319.25
1446,496,7,1,600.63
1447,496,45,2,139.19
1448,496,50,3,842.72
1449,497,1,2,180.57
1450,497,30,1,758.15
1451,497,37,2,137.17
1452,497,34,3,1233.86
1453,497,13,2,511.52
1454,498,13,1,589.88
1455,498,24,3,261.54
1456,499,5,3,966.26
1457,499,25,2,423.97
1458,499,40,3,766.45
1459,500,12,3,380.0
1460,500,36,1,156.22
1461,500,44,3,267.81
1462,500,11,1,1169.92
1463,501,3,1,882.54
1464,501,35,3,299.07
1465,501,23,2,652.9
1466,502,39,3,517.07
1467,502,22,1,906.03
1468,502,12,3,367.94
1469,503,42,2,617.28
1470,504,21,2,1067.86
1471,504,41,3,824.97
1472,504,49,2,1221.56
1473,505,48,1,696.65
1474,505,36,3,216.74
1475,506,39,2,731.48
1476,507,26,3,673.07
1477,507,12,3,461.06
1478,507,46,3,1054.7
1479,507,30,2,616.17
1480,508,42,2,673.63
1481,508,25,1,686.54
1482,508,38,1,873.35
1483,508,18,1,921.93
1484,508,2,3,895.95
1485,509,18,1,1213.32
1486,509,14,3,437.61
1487,509,11,2,943.63
1488,510,39,1,507.06
1489,510,21,2,805.22
1490,511,10,1,751.15
1491,511,14,3,256.85
1492,511,5,3,841.11
1493,511,21,3,873.65
1494,511,18,2,1104.97
1495,512,4,2,563.29
1496,512,22,2,748.55
1497,512,26,1,685.66
1498,512,13,3,501.64
1499,512,9,2,668.63
1500,513,4,2,532.67
1501,513,8,3,559.56
1502,513,1,2,195.97
1503,513,31,3,1032.61
1504,514,43,2,1183.87
1505,515,20,1,353.25
1506,515,6,1,996.86
1507,515,46,3,869.63
1508,515,16,2,1057.08
1509,515,23,3,883.25
1510,516,45,2,133.53
1511,516,27,3,206.29
1512,516,42,1,790.29
1513,516,49,1,834.49
1514,516,46,2,984.96
1515,517,49,3,888.95
1516,518,42,3,583.73
1517,518,7,1,828.45
1518,519,23,1,977.78
1519,519,46,3,1115.02
1520,519,35,2,432.36
1521,519,16,1,1329.45
1522,520,19,1,748.87
1523,520,48,3,619.75
1524,521,40,3,786.86
1525,521,30,3,651.63
1526,521,19,2,938.55
1527,521,3,2,1001.34
1528,521,5,3,771.5
1529,522,33,3,685.76
1530,523,47,3,130.38
1531,524,29,3,233.89
1532,524,17,1,299.81
1533,525,19,3,1028.86
1534,525,23,2,948.94
1535,525,7,1,583.6
1536,525,20,2,522.02
1537,526,35,2,288.81
1538,526,21,3,974.77
1539,527,6,1,668.08
1540,527,18,3,1177.67
1541,527,31,3,801.08
1542,528,41,2,960.81
1543,528,47,2,98.22
1544,528,26,2,495.7
1545,528,33,2,721.29
1546,529,26,2,599.54
1547,529,11,2,1197.58
1548,529,14,1,298.3
1549,529,23,1,840.83
1550,530,28,2,701.32
1551,530,12,1,453.87
1552,530,37,3,103.69
1553,530,27,3,180.99
1554,530,14,3,399.88
1555,531,44,3,172.19
1556,531,30,1,567.14
1557,531,21,1,1084.34
1558,532,48,2,905.25
1559,532,7,3,639.88
1560,533,40,1,706.87
1561,533,5,1,727.22
1562,534,30,2,813.83
1563,534,4,3,723.17
1564,534,19,1,1284.35
1565,535,39,2,664.12
1566,536,42,3,531.13
1567,536,46,1,1016.93
1568,536,26,1,756.65
1569,537,15,2,720.11
1570,537,28,1,968.58
1571,537,3,2,1032.38
1572,537,11,2,1023.6
1573,537,30,3,461.85
1574,538,36,2,247.4
1575,538,43,3,1115.61
1576,538,19,1,898.45
1577,538,33,3,704.68
1578,538,40,1,817.04
1579,539,18,3,1075.27
1580,539,11,1,1003.04
1581,540,29,3,371.23
1582,540,24,1,381.05
1583,540,3,2,1244.05
1584,540,14,3,407.12
1585,541,25,2,428.09
1586,541,23,1,752.94
1587,542,41,1,1034.69
1588,543,11,2,1001.02
1589,544,3,1,875.08
1590,544,8,1,680.42
1591,544,43,2,853.83
1592,544,28,2,1037.2
1593,544,9,1,587.13
1594,545,27,3,185.13
1595,545,4,3,871.66
1596,545,3,2,766.0
1597,545,6,1,746.32
1598,545,25,1,432.28
1599,546,17,2,393.3
1600,547,49,3,901.98
1601,548,49,2,1249.61
1602,548,8,3,461.4
1603,549,23,1,928.64
1604,549,31,1,881.47
1605,549,34,3,1161.54
1606,550,45,1,187.35
1607,550,37,2,149.45
1608,550,49,3,957.3
1609,551,33,3,570.38
1610,551,31,2,604.58
1611,552,43,1,1319.05
1612,552,30,1,609.12
1613,552,45,2,218.82
1614,553,39,2,629.6
1615,553,14,1,311.51
1616,554,20,3,484.57
1617,554,30,2,588.19
1618,554,18,3,1296.75
1619,554,31,2,789.63
1620,554,43,2,811.0
1621,555,33,3,614.99
1622,555,24,3,363.29
1623,555,18,3,1276.2
1624,555,31,3,768.91
1625,556,21,3,994.95
1626,556,11,2,1008.37
1627,556,18,2,800.21
1628,556,48,1,613.21
1629,557,26,1,689.26
1630,557,29,1,240.39
1631,557,18,2,1259.18
1632,557,39,2,526.15
1633,558,22,1,1004.11
1634,558,40,1,738.68
1635,558,3,1,1156.54
1636,559,24,1,406.09
1637,559,32,1,159.31
1638,559,34,1,1392.05
1639,560,30,1,708.0
1640,560,25,2,634.06
1641,560,41,2,766.67
1642,561,13,3,474.8
1643,561,21,2,1017.23
1644,561,20,3,508.64
1645,561,50,1,1186.94
1646,562,21,2,1319.26
1647,562,2,1,802.16
1648,562,18,3,1153.29
1649,562,11,3,857.62
1650,562,25,3,396.56
1651,563,15,1,863.88
1652,564,17,1,398.77
1653,564,19,2,767.97
1654,565,13,3,364.44
1655,565,38,3,814.26
1656,565,46,3,600.87
1657,566,32,3,127.24
1658,566,41,1,1364.2
1659,567,16,1,807.21
1660,567,9,3,729.89
1661,568,34,1,845.42
1662,568,1,3,155.38
1663,569,17,2,342.1
1664,569,30,3,695.77
1665,569,6,1,1036.82
1666,570,30,3,601.47
1667,570,10,3,569.13
1668,570,35,3,333.15
1669,570,34,2,848.04
1670,570,33,1,506.59
1671,571,24,3,329.31
1672,572,49,1,1063.15
1673,572,17,1,311.33
1674,572,9,3,597.15
1675,572,22,2,886.35
1676,573,3,1,1009.33
1677,573,50,3,1177.85
1678,573,46,2,1118.55
1679,573,13,3,590.41
1680,573,47,2,131.75
1681,574,31,3,1064.24
1682,574,28,3,819.81
1683,574,4,3,637.33
1684,574,30,2,703.54
1685,575,41,3,974.14
1686,575,20,2,681.25
1687,575,6,2,1145.57
1688,575,19,2,820.96
1689,575,23,2,1030.38
1690,576,34,2,1286.41
1691,576,31,1,756.33
1692,577,8,2,761.11
1693,577,36,2,253.69
1694,577,15,2,1302.85
1695,577,25,2,424.88
1696,577,34,1,764.17
1697,578,34,3,809.83
1698,578,6,1,593.39
1699,578,43,2,861.58
1700,578,27,3,337.06
1701,579,37,1,127.79
1702,579,6,3,1122.57
1703,579,20,1,512.15
1704,580,47,3,136.21
1705,580,35,2,271.42
1706,581,18,3,1114.07
1707,581,7,2,828.06
1708,581,27,2,283.09
1709,581,50,2,1082.0
1710,582,33,3,566.4
1711,582,27,3,238.41
1712,582,6,2,1105.9
1713,583,49,2,826.24
1714,584,8,3,498.31
1715,584,31,2,952.18
1716,584,1,3,216.08
1717,584,38,2,504.35
1718,584,17,3,398.98
1719,585,29,1,319.32
1720,585,33,2,570.23
1721,586,14,3,411.38
1722,586,12,2,405.78
1723,587,2,2,1052.99
1724,587,36,1,231.47
1725,588,4,3,794.21
1726,588,9,1,428.47
1727,588,10,3,813.99
1728,588,37,1,93.62
1729,589,2,2,1327.42
1730,589,49,3,647.37
1731,589,15,1,1109.12
1732,589,18,3,805.48
1733,589,3,3,1134.36
1734,590,40,3,827.79
1735,590,18,3,965.19
1736,590,37,2,165.91
1737,590,24,2,316.44
1738,590,38,3,949.34
1739,591,34,1,1123.48
1740,591,43,1,717.62
1741,591,50,3,1199.38
1742,592,43,3,687.76
1743,592,1,2,169.34
1744,592,11,1,1014.21
1745,592,40,3,623.72
1746,592,22,3,1221.1
1747,593,22,1,911.65
1748,593,44,2,312.29
1749,593,32,1,157.63
1750,593,12,1,371.63
1751,594,47,1,154.27
1752,594,39,1,487.34
1753,594,23,1,690.35
1754,595,39,1,565.33
1755,595,45,1,191.7
1756,596,36,1,248.09
1757,596,30,3,712.79
1758,597,23,1,735.3
1759,597,8,3,829.41
1760,597,31,3,642.6
1761,598,9,3,382.73
1762,599,4,1,636.23
1763,599,32,2,124.26
1764,600,38,1,835.83
1765,601,14,1,294.39
1766,601,8,3,722.43
1767,601,5,1,952.4
1768,601,32,2,121.67
1769,601,22,1,1352.15
1770,602,8,1,826.55
1771,603,23,2,842.11
1772,604,44,3,242.2
1773,604,15,2,1225.23
1774,604,35,1,453.23
1775,604,6,3,931.48
1776,605,19,3,1356.03
1777,605,17,2,363.1
1778,606,46,2,1062.71
1779,606,12,3,536.75
1780,607,43,1,1028.02
1781,607,38,3,807.86
1782,607,23,3,1076.44
1783,607,7,2,495.27
1784,607,3,1,1032.6
1785,608,15,3,884.73
1786,608,18,2,1161.41
1787,608,9,3,604.15
1788,608,2,2,969.43
1789,609,41,1,979.15
1790,609,21,1,880.62
1791,610,3,1,1288.36
1792,610,24,2,322.2
1793,610,25,3,492.17
1794,610,48,2,508.47
1795,611,44,1,190.7
1796,611,3,1,1350.9
1797,611,35,2,418.59
1798,611,30,2,433.25
1799,611,25,2,408.22
1800,612,32,1,96.76
1801,613,11,1,965.33
1802,613,7,3,901.17
1803,613,36,3,177.46
1804,613,48,3,495.35
1805,614,42,3,618.43
1806,615,40,3,833.21
1807,616,28,2,777.29
1808,616,9,3,634.22
1809,616,19,2,773.63
1810,616,15,3,1171.61
1811,617,9,2,683.31
1812,618,46,1,669.59
1813,618,8,2,712.74
1814,618,39,1,704.5
1815,618,37,2,124.93
1816,618,28,2,1014.21
1817,619,38,1,508.18
1818,619,17,1,449.17
1819,619,9,2,731.84
1820,620,32,1,112.4
1821,620,38,2,911.32
1822,620,42,3,707.36
1823,620,34,3,1146.82
1824,620,33,1,776.83
1825,621,29,1,272.86
1826,621,5,2,1014.08
1827,621,46,1,665.9
1828,622,12,1,435.05
1829,622,15,3,953.52
1830,622,40,3,589.98
1831,622,14,2,293.63
1832,623,38,2,647.31
1833,623,34,3,1100.27
1834,624,10,1,885.04
1835,624,15,1,1232.01
1836,624,28,3,875.57
1837,624,36,3,241.81
1838,624,43,2,957.95
1839,625,11,3,1193.91
1840,626,8,2,574.5
1841,626,10,1,759.09
1842,627,46,2,978.63
1843,627,38,3,611.19
1844,628,43,3,1168.95
1845,628,32,2,156.97
1846,628,7,3,619.35
1847,628,46,3,1030.26
1848,628,26,1,750.94
1849,629,36,3,208.78
1850,629,49,1,1083.72
1851,629,29,1,235.31
1852,629,30,3,561.46
1853,629,25,2,738.37
1854,630,18,2,857.15
1855,630,47,1,101.11
1856,630,49,3,872.94
1857,631,12,2,549.57
1858,631,5,1,860.6
1859,632,4,1,876.43
1860,632,11,2,978.58
1861,632,25,1,507.19
1862,632,12,2,367.41
1863,632,42,2,602.22
1864,633,6,3,585.05
1865,633,25,2,688.37
1866,633,42,1,861.88
1867,633,20,1,589.46
1868,633,8,3,575.44
1869,634,34,3,854.74
1870,634,43,2,1198.21
1871,634,25,3,644.65
1872,634,21,2,874.37
1873,635,34,1,1036.94
1874,635,44,3,190.2
1875,635,29,1,247.36
1876,635,26,1,705.5
1877,635,8,3,460.84
1878,636,20,2,418.53
1879,636,27,2,182.94
1880,637,13,1,508.35
1881,637,32,3,159.71
1882,637,31,3,893.12
1883,637,40,2,517.41
1884,638,9,1,571.48
1885,638,11,1,1000.82
1886,638,23,3,619.8
1887,639,35,3,363.49
1888,639,45,2,131.62
1889,639,47,1,131.39
1890,639,49,3,839.25
1891,639,34,1,972.92
1892,640,45,3,223.11
1893,640,34,3,1446.15
1894,641,3,1,732.18
1895,642,41,2,1163.27
1896,642,31,2,1147.1
1897,642,7,1,654.19
1898,643,12,3,351.16
1899,644,21,3,1276.31
1900,644,45,2,139.3
1901,645,9,1,471.14
1902,645,27,3,311.41
1903,645,25,2,673.07
1904,646,16,3,1380.39
1905,646,46,2,899.26
1906,646,39,2,604.12
1907,647,31,2,1043.01
1908,647,34,1,864.68
1909,647,47,3,165.23
1910,647,41,2,1330.6
1911,647,39,1,719.73
1912,648,35,1,266.91
1913,648,14,3,320.48
1914,648,19,2,1103.35
1915,649,26,2,512.79
1916,649,42,1,862.12
1917,650,28,3,1055.98
1918,650,34,1,1337.51
1919,651,43,2,846.84
1920,651,48,2,711.85
1921,651,34,3,1363.0
1922,651,6,3,958.83
1923,652,15,1,932.45
1924,653,13,2,530.3
1925,653,18,3,884.87
1926,653,30,1,466.58
1927,653,31,3,1035.97
1928,654,23,1,762.16
1929,654,42,1,507.61
1930,655,49,3,1066.39
1931,655,31,3,693.59
1932,655,14,2,252.9
1933,655,30,1,577.42
1934,655,18,2,1249.97
1935,656,25,1,700.86
1936,657,49,2,1170.94
1937,657,43,3,1297.54
1938,657,22,2,1261.39
1939,657,39,1,543.95
1940,658,12,1,318.15
1941,658,49,1,694.15
1942,658,14,1,440.16
1943,658,15,2,847.7
1944,659,47,1,120.62
1945,659,19,2,869.79
1946,659,42,3,468.25
1947,660,27,1,184.1
1948,660,8,1,688.88
1949,661,33,1,836.24
1950,661,35,1,317.92
1951,662,27,2,194.52
1952,662,16,3,1386.78
1953,662,43,3,1017.49
1954,662,37,3,173.34
1955,662,12,3,306.47
1956,663,30,3,529.98
1957,663,20,2,627.36
1958,663,22,2,1431.23
1959,664,19,2,759.0
1960,665,11,1,1100.55
1961,665,36,1,194.44
1962,666,5,2,1212.36
1963,667,31,1,806.13
1964,667,12,2,331.17
1965,667,45,3,190.18
1966,667,39,1,686.82
1967,667,46,1,1026.29
1968,668,39,1,423.9
1969,668,18,3,1185.43
1970,669,11,1,730.09
1971,669,5,3,1137.71
1972,670,41,2,1049.25
1973,670,47,2,98.46
1974,670,17,2,429.37
1975,671,22,1,934.7
1976,671,32,2,93.62
1977,671,21,2,1094.13
1978,671,39,2,522.17
1979,672,44,2,309.51
1980,672,35,1,307.57
1981,672,49,1,662.48
1982,672,34,2,926.31
1983,672,39,1,734.86
1984,673,5,3,1031.89
1985,673,13,2,483.5
1986,674,29,1,350.53
1987,674,35,2,332.09
1988,674,27,2,335.86
1989,674,46,1,986.19
1990,674,5,1,1149.7
1991,675,49,1,1044.94
1992,676,16,1,877.79
1993,676,45,2,170.6
1994,676,47,2,101.28
1995,676,5,1,710.35
1996,676,11,2,724.08
1997,677,3,2,1267.11
1998,677,26,3,678.41
1999,678,38,2,625.17
2000,678,9,1,545.75
2001,678,34,2,1266.07
2002,678,33,3,710.92
2003,678,18,1,1136.16
2004,679,49,3,904.6
2005,680,8,3,725.76
2006,680,21,3,728.76
2007,680,13,2,430.17
2008,680,39,3,555.35
2009,680,44,3,174.51
2010,681,6,3,698.64
2011,681,2,3,747.26
2012,681,18,2,1134.06
2013,682,32,3,113.54
2014,683,48,1,691.93
2015,683,34,3,1290.63
2016,683,26,3,486.26
2017,683,18,1,875.72
2018,684,28,1,651.74
2019,685,33,2,675.02
2020,685,9,3,493.21
2021,685,20,2,409.45
2022,685,22,1,1184.56
2023,686,9,3,615.81
2024,686,10,1,860.32
2025,686,28,3,626.44
2026,686,37,3,162.93
2027,687,19,2,1287.24
2028,688,16,3,1451.54
2029,688,4,1,674.88
2030,688,10,3,678.73
2031,688,3,3,955.11
2032,688,20,2,426.85
2033,689,25,1,641.54
2034,690,50,3,1098.81
2035,690,42,1,861.61
2036,691,49,1,881.38
2037,691,37,3,98.91
2038,692,50,1,986.3
2039,693,5,1,1153.08
2040,693,19,2,823.67
2041,693,28,3,897.11
2042,693,15,2,1187.21
2043,694,19,3,748.19
2044,695,19,3,1117.06
2045,695,23,2,594.94
2046,695,49,3,1245.46
2047,696,32,3,129.11
2048,696,11,2,676.95
2049,696,36,2,215.34
2050,697,46,2,1125.04
2051,697,33,3,614.31
2052,697,23,3,958.69
2053,697,10,1,1067.45
2054,697,44,2,252.88
2055,698,43,3,713.04
2056,698,46,1,662.72
2057,699,4,3,873.55
2058,699,5,2,1108.93
2059,700,12,1,477.0
2060,700,8,2,565.95
2061,700,26,2,787.49
2062,701,48,1,879.01
2063,702,44,1,280.69
2064,702,4,3,731.09
2065,702,17,2,283.84
2066,703,43,2,725.32
2067,704,1,2,155.17
2068,704,17,3,296.45
2069,705,19,3,1188.32
2070,705,37,3,106.36
2071,706,35,2,253.95
2072,706,21,2,820.39
2073,706,40,1,677.43
2074,706,12,2,335.26
2075,706,48,1,622.34
2076,707,34,1,1405.7
2077,708,19,3,927.55
2078,709,12,2,470.84
2079,709,50,2,1096.74
2080,709,17,2,370.77
2081,710,18,2,1373.76
2082,710,20,1,577.77
2083,711,40,2,607.19
2084,712,24,1,471.42
2085,712,9,2,523.8
2086,713,13,1,500.52
2087,713,42,1,608.59
2088,713,30,3,767.08
2089,713,3,2,1132.51
2090,714,15,3,1221.24
2091,714,38,1,809.42
2092,715,41,2,1145.93
2093,716,49,3,717.28
2094,716,45,1,128.7
2095,716,50,1,954.35
2096,716,24,1,440.06
2097,716,28,1,877.0
2098,717,47,3,138.31
2099,717,49,1,1065.99
2100,718,45,2,204.55
2101,718,47,2,98.68
2102,718,31,1,883.89
2103,718,25,3,408.83
2104,719,50,3,921.91
2105,720,42,3,755.23
2106,720,11,2,886.17
2107,720,10,3,1007.53
2108,720,19,2,1356.43
2109,721,16,1,856.38
2110,722,43,2,1205.85
2111,722,12,2,414.02
2112,723,36,1,150.45
2113,723,27,2,282.98
2114,724,21,2,829.34
2115,725,25,1,553.1
2116,725,22,2,862.83
2117,725,43,2,871.42
2118,725,15,1,950.28
2119,726,42,1,461.83
2120,726,14,1,281.41
2121,727,9,2,377.74
2122,727,48,3,472.86
2123,727,26,3,720.28
2124,728,29,2,345.21
2125,729,14,2,277.92
2126,729,36,2,195.95
2127,729,41,1,825.27
2128,729,16,2,1291.78
2129,730,25,3,742.69
2130,730,31,3,611.34
2131,730,26,3,575.11
2132,731,44,2,280.11
2133,732,46,3,762.76
2134,732,10,2,982.25
2135,732,8,1,893.2
2136,732,23,1,849.3
2137,732,1,2,119.22
2138,733,18,1,782.53
2139,733,20,1,445.3
2140,733,31,1,622.93
2141,734,15,3,911.82
2142,734,35,2,444.56
2143,734,16,1,821.3
2144,735,21,2,918.48
2145,735,40,2,560.16
2146,736,41,2,968.59
2147,737,35,1,394.67
2148,737,42,1,714.63
2149,738,13,2,440.75
2150,739,39,2,480.45
2151,739,19,3,1248.25
2152,740,21,1,994.93
2153,740,23,1,720.36
2154,740,49,2,1076.29
2155,741,43,1,951.89
2156,741,23,3,585.24
2157,741,4,2,862.28
2158,742,24,3,466.73
2159,742,6,3,1125.93
2160,742,3,3,1259.13
2161,743,20,2,605.3
2162,744,5,1,936.02
2163,744,30,2,818.41
2164,745,29,3,374.08
2165,745,10,1,882.95
2166,745,33,2,574.2
2167,745,3,3,1262.91
2168,745,40,3,626.0
2169,746,33,2,837.9
2170,746,47,1,131.16
2171,747,19,2,1315.27
2172,747,40,2,627.21
2173,747,29,1,288.0
2174,748,45,3,189.54
2175,748,13,2,541.76
2176,748,41,1,1251.66
2177,748,34,3,1478.58
2178,749,32,1,152.88
2179,750,40,3,521.29
2180,750,28,3,568.37
2181,750,42,3,512.73
2182,750,22,3,1198.76
2183,751,9,3,691.34
2184,751,39,1,510.12
2185,751,12,3,301.52
2186,751,36,2,240.16
2187,752,29,1,327.5
2188,753,48,1,538.77
2189,753,13,3,535.74
